reporter,partner,year,classification,commodity_code,commodity,trade_flow_code,trade_flow,qty,qty_unit,trade_value_us
Iran,United Arab Emirates,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,342,Weight in kilograms,2318
Iran,Turkey,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,655,Weight in kilograms,1636
Iran,Turkey,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1773466,Weight in kilograms,1381095
Iran,Turkmenistan,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,75529,Weight in kilograms,22939
Iran,Turkmenistan,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1990,Weight in kilograms,3724
Iran,Uzbekistan,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,64730,Weight in kilograms,32365
Ireland,World,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,95905316,Weight in kilograms,67158866
Ireland,World,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,51062977,Weight in kilograms,14245761
Ireland,Australia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1,Weight in kilograms,48
Ireland,Belgium,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1976045,Weight in kilograms,637039
Ireland,China,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,4,Weight in kilograms,176
Ireland,China,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2833320,Weight in kilograms,802649
Ireland,Costa Rica,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,115713,Weight in kilograms,116570
Ireland,France,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,30488650,Weight in kilograms,19814210
Ireland,France,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,80766,Weight in kilograms,26251
Ireland,Germany,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,9955680,Weight in kilograms,9184950
Ireland,Germany,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1298900,Weight in kilograms,528740
Ireland,"China, Hong Kong SAR",2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,9,Weight in kilograms,306
Ireland,"China, Hong Kong SAR",2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,3517470,Weight in kilograms,939050
Ireland,Indonesia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,6852360,Weight in kilograms,5472870
Ireland,Indonesia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,955250,Weight in kilograms,303001
Ireland,Israel,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,74007,Weight in kilograms,18207
Ireland,Japan,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,183703,Weight in kilograms,127076
Ireland,Kenya,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,888000,Weight in kilograms,449759
Ireland,Rep. of Korea,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,247600,Weight in kilograms,201603
Ireland,Lithuania,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,306940,Weight in kilograms,333587
Ireland,Malaysia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1458,Weight in kilograms,1009
Ireland,Malaysia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1564288,Weight in kilograms,454673
Ireland,Mexico,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,44385,Weight in kilograms,60813
Ireland,"Other Asia, nes",2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,120000,Weight in kilograms,120787
Ireland,"Other Asia, nes",2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,911140,Weight in kilograms,315946
Ireland,Netherlands,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,26629700,Weight in kilograms,20157056
Ireland,Netherlands,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,8047560,Weight in kilograms,2882392
Ireland,Norway,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,12,Weight in kilograms,848
Ireland,Pakistan,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,499543,Weight in kilograms,81052
Ireland,Peru,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,129560,Weight in kilograms,99740
Ireland,Philippines,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,51,Weight in kilograms,492
Ireland,Philippines,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,55080,Weight in kilograms,10613
Ireland,Poland,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,93236,Weight in kilograms,90881
Ireland,Poland,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,511343,Weight in kilograms,361414
Ireland,India,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1358730,Weight in kilograms,952473
Ireland,Viet Nam,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1022962,Weight in kilograms,203946
Ireland,Spain,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,85888,Weight in kilograms,66305
Ireland,Spain,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1010640,Weight in kilograms,289696
Ireland,Switzerland,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,194886,Weight in kilograms,47947
Ireland,Thailand,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,888194,Weight in kilograms,702864
Ireland,Thailand,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,96620,Weight in kilograms,7879
Ireland,Tonga,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,21000,Weight in kilograms,15484
Ireland,Turkey,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,42601,Weight in kilograms,42228
Ireland,Turkey,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1399369,Weight in kilograms,177811
Ireland,North Macedonia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,63340,Weight in kilograms,52791
Ireland,Egypt,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,576792,Weight in kilograms,637720
Ireland,United Kingdom,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,12727398,Weight in kilograms,7310154
Ireland,United Kingdom,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,20310027,Weight in kilograms,5122097
Ireland,USA,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,47328,Weight in kilograms,718445
Ireland,USA,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,43502,Weight in kilograms,167924
Ireland,"Areas, nes",2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,4400308,Weight in kilograms,746680
Ireland,"Areas, nes",2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,4296931,Weight in kilograms,548352
Israel,World,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2272648,Weight in kilograms,1179000
Israel,World,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,18471062,Weight in kilograms,6578000
Israel,Austria,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,16920,Weight in kilograms,10000
Israel,Belgium,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,6159,Weight in kilograms,2000
Israel,Belgium,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,118364,Weight in kilograms,44000
Israel,Brazil,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,201459,Weight in kilograms,78000
Israel,Bulgaria,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,21290,Weight in kilograms,5000
Israel,Myanmar,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,43800,Weight in kilograms,11000
Israel,Sri Lanka,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,6307,Weight in kilograms,5000
Israel,China,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2000,Weight in kilograms,3000
Israel,China,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1308529,Weight in kilograms,406000
Israel,Czechia,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,54612,Weight in kilograms,27000
Israel,Estonia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,21126,Weight in kilograms,39000
Israel,France,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,19420,Weight in kilograms,8000
Israel,Germany,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,395170,Weight in kilograms,153000
Israel,Greece,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,7694,Weight in kilograms,5000
Israel,"China, Hong Kong SAR",2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1236930,Weight in kilograms,438000
Israel,Indonesia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,10760,Weight in kilograms,4000
Israel,Italy,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,118364,Weight in kilograms,44000
Israel,Jordan,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,12000,Weight in kilograms,6000
Israel,Latvia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,64562,Weight in kilograms,24000
Israel,"Other Asia, nes",2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,609924,Weight in kilograms,281000
Israel,Netherlands,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,46078,Weight in kilograms,44000
Israel,Poland,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,29591,Weight in kilograms,11000
Israel,Portugal,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,121392,Weight in kilograms,47000
Israel,Romania,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,40000,Weight in kilograms,43000
Israel,India,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1604780,Weight in kilograms,565000
Israel,Viet Nam,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2235964,Weight in kilograms,740000
Israel,Slovenia,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,23276,Weight in kilograms,16000
Israel,South Africa,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,48455,Weight in kilograms,45000
Israel,Spain,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,5380,Weight in kilograms,2000
Israel,Sweden,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,186980,Weight in kilograms,27000
Israel,Thailand,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,91463,Weight in kilograms,34000
Israel,Turkey,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,26370,Weight in kilograms,36000
Israel,Turkey,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,10190013,Weight in kilograms,3635000
Israel,Ukraine,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,110294,Weight in kilograms,41000
Israel,United Kingdom,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,780626,Weight in kilograms,273000
Israel,United Kingdom,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,637553,Weight in kilograms,237000
Israel,USA,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,287407,Weight in kilograms,367000
Israel,USA,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2690,Weight in kilograms,1000
Indonesia,World,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,320451809,Weight in kilograms,102368436
Indonesia,World,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,98516368,Weight in kilograms,44342853
Indonesia,Australia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,18638694,Weight in kilograms,7353815
Indonesia,Australia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,333129,Weight in kilograms,106536
Indonesia,Bangladesh,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,727896,Weight in kilograms,389790
Indonesia,Belgium,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,8262372,Weight in kilograms,1826262
Indonesia,Belgium,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1600070,Weight in kilograms,1338056
Indonesia,Brunei Darussalam,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,20000,Weight in kilograms,74
Indonesia,Myanmar,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,162198,Weight in kilograms,140065
Indonesia,Canada,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,3304643,Weight in kilograms,512127
Indonesia,Canada,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,23600,Weight in kilograms,41598
Indonesia,Chile,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,17870,Weight in kilograms,8935
Indonesia,China,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1747414,Weight in kilograms,1031467
Indonesia,China,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,61220418,Weight in kilograms,24204492
Indonesia,Colombia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,153190,Weight in kilograms,15319
Indonesia,Costa Rica,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,208352,Weight in kilograms,107537
Indonesia,Dominican Rep.,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,10,Weight in kilograms,75
Indonesia,Ecuador,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,105000,Weight in kilograms,65100
Indonesia,Fiji,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,30142,Weight in kilograms,9185
Indonesia,France,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,7786187,Weight in kilograms,1890599
Indonesia,France,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,20000,Weight in kilograms,9200
Indonesia,Georgia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,192950,Weight in kilograms,165812
Indonesia,Germany,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,50587061,Weight in kilograms,12227835
Indonesia,Germany,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,23400,Weight in kilograms,16627
Indonesia,Greece,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,539160,Weight in kilograms,102441
Indonesia,Honduras,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,397163,Weight in kilograms,97305
Indonesia,"China, Hong Kong SAR",2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,3292571,Weight in kilograms,1700511
Indonesia,"China, Hong Kong SAR",2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,640667,Weight in kilograms,337762
Indonesia,Ireland,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,97220,Weight in kilograms,27222
Indonesia,Ireland,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1446600,Weight in kilograms,1294275
Indonesia,Italy,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,213833,Weight in kilograms,94406
Indonesia,Italy,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1143660,Weight in kilograms,1037681
Indonesia,Jamaica,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,39450,Weight in kilograms,11897
Indonesia,Japan,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,13269313,Weight in kilograms,5972796
Indonesia,Japan,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,24958,Weight in kilograms,21709
Indonesia,Rep. of Korea,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2409801,Weight in kilograms,1001825
Indonesia,Rep. of Korea,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1663893,Weight in kilograms,1836139
Indonesia,Latvia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,25300,Weight in kilograms,23402
Indonesia,"China, Macao SAR",2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,8,Weight in kilograms,73
Indonesia,Malaysia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,844394,Weight in kilograms,260909
Indonesia,Malaysia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,5330310,Weight in kilograms,1643953
Indonesia,Malta,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,37120,Weight in kilograms,9651
Indonesia,Mexico,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1473589,Weight in kilograms,384172
Indonesia,"Other Asia, nes",2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,994254,Weight in kilograms,351219
Indonesia,"Other Asia, nes",2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1034958,Weight in kilograms,608383
Indonesia,Oman,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,192000,Weight in kilograms,179520
Indonesia,Netherlands,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,18891616,Weight in kilograms,4709859
Indonesia,Netherlands,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,20000,Weight in kilograms,14400
Indonesia,New Caledonia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,15,Weight in kilograms,56
Indonesia,New Zealand,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,7826398,Weight in kilograms,2817745
Indonesia,New Zealand,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,5,Weight in kilograms,132
Indonesia,Nigeria,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,20606,Weight in kilograms,120537
Indonesia,Norway,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,119340,Weight in kilograms,30550
Indonesia,Marshall Isds,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,92682400,Weight in kilograms,35059714
Indonesia,Panama,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,15240,Weight in kilograms,9144
Indonesia,Papua New Guinea,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,20,Weight in kilograms,122
Indonesia,Philippines,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1151010,Weight in kilograms,901875
Indonesia,Poland,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,198000,Weight in kilograms,177476
Indonesia,Portugal,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,299520,Weight in kilograms,112504
Indonesia,Portugal,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,368360,Weight in kilograms,330314
Indonesia,Timor-Leste,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,3921150,Weight in kilograms,33325
Indonesia,Romania,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,44810,Weight in kilograms,31367
Indonesia,India,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,9,Weight in kilograms,41
Indonesia,India,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1542048,Weight in kilograms,1087275
Indonesia,Singapore,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,12653008,Weight in kilograms,2864534
Indonesia,Singapore,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,536479,Weight in kilograms,194608
Indonesia,Viet Nam,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1640,Weight in kilograms,19412
Indonesia,Viet Nam,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,3722249,Weight in kilograms,1573510
Indonesia,Slovenia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1889902,Weight in kilograms,493867
Indonesia,South Africa,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,103570,Weight in kilograms,46607
Indonesia,South Africa,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,22000,Weight in kilograms,19800
Indonesia,Spain,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,4410490,Weight in kilograms,1572790
Indonesia,Spain,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,206083,Weight in kilograms,174497
Indonesia,Thailand,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2250848,Weight in kilograms,743295
Indonesia,United Arab Emirates,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,54297,Weight in kilograms,27316
Indonesia,United Arab Emirates,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,256370,Weight in kilograms,247738
Indonesia,Turkey,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,566775,Weight in kilograms,985227
Indonesia,Ukraine,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1029089,Weight in kilograms,662115
Indonesia,United Kingdom,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,10269825,Weight in kilograms,1983165
Indonesia,United Kingdom,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,622742,Weight in kilograms,530873
Indonesia,USA,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,56752747,Weight in kilograms,17551917
Indonesia,USA,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,6106686,Weight in kilograms,3054046
Indonesia,Yemen,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,138006,Weight in kilograms,71763
Ireland,World,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,86737316,Weight in kilograms,75065165
Ireland,World,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,44926976,Weight in kilograms,14831023
Ireland,Belgium,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,196192,Weight in kilograms,177877
Ireland,Belgium,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1341877,Weight in kilograms,583530
Ireland,Canada,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,400,Weight in kilograms,228
Ireland,China,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,2568,Weight in kilograms,25370
Ireland,China,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,86,Weight in kilograms,258
Ireland,Costa Rica,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,13167,Weight in kilograms,27772
Ireland,Czechia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,446082,Weight in kilograms,107248
Ireland,Denmark,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,38431,Weight in kilograms,8977
Ireland,Dominican Rep.,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,21270,Weight in kilograms,20271
Ireland,Ecuador,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,39,Weight in kilograms,39
Ireland,Ethiopia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,93810,Weight in kilograms,17780
Ireland,France,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,27057980,Weight in kilograms,22613535
Ireland,France,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,195000,Weight in kilograms,93565
Ireland,Germany,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,7870422,Weight in kilograms,8549341
Ireland,Germany,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1447843,Weight in kilograms,324657
Ireland,"China, Hong Kong SAR",2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,4,Weight in kilograms,62
Ireland,"China, Hong Kong SAR",2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2676328,Weight in kilograms,286185
Ireland,Indonesia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,5247050,Weight in kilograms,5500133
Ireland,Israel,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,55217,Weight in kilograms,29897
Ireland,Japan,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,8,Weight in kilograms,78
Ireland,Kenya,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1440000,Weight in kilograms,759905
Ireland,Rep. of Korea,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,416709,Weight in kilograms,445398
Ireland,Kuwait,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,313810,Weight in kilograms,210600
Ireland,Lithuania,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,933737,Weight in kilograms,1072103
Ireland,Luxembourg,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,220930,Weight in kilograms,200473
Ireland,Malaysia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1277751,Weight in kilograms,177231
Ireland,"Other Asia, nes",2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,460961,Weight in kilograms,451107
Ireland,"Other Asia, nes",2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,613980,Weight in kilograms,208078
Ireland,Netherlands,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,26856950,Weight in kilograms,24281856
Ireland,Netherlands,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,6269733,Weight in kilograms,2320280
Ireland,Norway,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,17084,Weight in kilograms,16253
Ireland,Pakistan,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,386839,Weight in kilograms,75651
Ireland,Peru,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,104225,Weight in kilograms,97756
Ireland,Peru,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,147,Weight in kilograms,9910
Ireland,Poland,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,659553,Weight in kilograms,483781
Ireland,Russian Federation,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,3,Weight in kilograms,1
Ireland,Senegal,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,23133,Weight in kilograms,24534
Ireland,India,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,312244,Weight in kilograms,248201
Ireland,India,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,465185,Weight in kilograms,112909
Ireland,Singapore,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,132800,Weight in kilograms,42372
Ireland,Viet Nam,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,261240,Weight in kilograms,60451
Ireland,Spain,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,48090,Weight in kilograms,36984
Ireland,Spain,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1242607,Weight in kilograms,271272
Ireland,Switzerland,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,150662,Weight in kilograms,44752
Ireland,Thailand,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,615604,Weight in kilograms,592397
Ireland,Thailand,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,26060,Weight in kilograms,587
Ireland,Turkey,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1043927,Weight in kilograms,1155539
Ireland,Turkey,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1947239,Weight in kilograms,355831
Ireland,Egypt,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,423251,Weight in kilograms,445333
Ireland,United Kingdom,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,13385177,Weight in kilograms,8048610
Ireland,United Kingdom,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,24661936,Weight in kilograms,8570097
Ireland,USA,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,48432,Weight in kilograms,517851
Ireland,USA,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,152439,Weight in kilograms,186488
Ireland,Venezuela,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,48060,Weight in kilograms,3830
Ireland,"Areas, nes",2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,18,Weight in kilograms,936
Israel,World,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,4340429,Weight in kilograms,2304000
Israel,World,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,15991950,Weight in kilograms,6276000
Israel,Belgium,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,95841,Weight in kilograms,38000
Israel,Brazil,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,232730,Weight in kilograms,95000
Israel,Bulgaria,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1635,Weight in kilograms,1000
Israel,Bulgaria,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,91973,Weight in kilograms,39000
Israel,China,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,11445,Weight in kilograms,7000
