reporter,partner,year,classification,commodity_code,commodity,trade_flow_code,trade_flow,qty,qty_unit,trade_value_us
Belarus,Ukraine,2017,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2048530,Weight in kilograms,905000
Belarus,United Kingdom,2017,H5,3915,"Waste, parings and scrap, of plastics",1,Import,44720,Weight in kilograms,9200
Belgium,World,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,216228550,Weight in kilograms,111139715
Belgium,World,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,534650976,Weight in kilograms,176862239
Belgium,Algeria,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,37020,Weight in kilograms,19510
Belgium,Australia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,71279,Weight in kilograms,53344
Belgium,Australia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,972160,Weight in kilograms,310332
Belgium,Austria,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,3073852,Weight in kilograms,3422746
Belgium,Austria,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1485190,Weight in kilograms,874677
Belgium,Bangladesh,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,717750,Weight in kilograms,222179
Belgium,Bosnia Herzegovina,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,78567,Weight in kilograms,41574
Belgium,Brazil,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,8,Weight in kilograms,6
Belgium,Brazil,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,47920,Weight in kilograms,20098
Belgium,Bulgaria,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,354618,Weight in kilograms,274763
Belgium,Bulgaria,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,7019620,Weight in kilograms,1486009
Belgium,Cameroon,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,579327,Weight in kilograms,195708
Belgium,Canada,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,403146,Weight in kilograms,86533
Belgium,Canada,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,2443120,Weight in kilograms,2082782
Belgium,China,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,133347,Weight in kilograms,1233289
Belgium,China,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,4222396,Weight in kilograms,1374198
Belgium,Colombia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,4518,Weight in kilograms,33792
Belgium,Croatia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,71391,Weight in kilograms,80925
Belgium,Croatia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,90572,Weight in kilograms,93811
Belgium,Cyprus,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,5,Weight in kilograms,2
Belgium,Czechia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1262657,Weight in kilograms,325564
Belgium,Czechia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1706261,Weight in kilograms,728911
Belgium,Denmark,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,442335,Weight in kilograms,263965
Belgium,Denmark,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,218735,Weight in kilograms,137972
Belgium,Finland,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,242237,Weight in kilograms,129891
Belgium,Finland,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,62086,Weight in kilograms,12874
Belgium,France,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,67270905,Weight in kilograms,30561300
Belgium,France,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,32630887,Weight in kilograms,18617615
Belgium,Fr. South Antarctic Terr.,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,94550,Weight in kilograms,35147
Belgium,Georgia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,3,Weight in kilograms,106
Belgium,Germany,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,38625299,Weight in kilograms,21414703
Belgium,Germany,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,35154951,Weight in kilograms,14768398
Belgium,Greece,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,1,Weight in kilograms,1
Belgium,"China, Hong Kong SAR",2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,23413837,Weight in kilograms,6949373
Belgium,Hungary,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,154748,Weight in kilograms,82540
Belgium,Hungary,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,548583,Weight in kilograms,240476
Belgium,Indonesia,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,435800,Weight in kilograms,421919
Belgium,Indonesia,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,13835200,Weight in kilograms,2528376
Belgium,Ireland,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1273804,Weight in kilograms,834782
Belgium,Ireland,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,549553,Weight in kilograms,552973
Belgium,Israel,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,86819,Weight in kilograms,41980
Belgium,Israel,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,255740,Weight in kilograms,107862
Belgium,Italy,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,1189609,Weight in kilograms,1673618
Belgium,Italy,2018,H5,3915,"Waste, parings and scrap, of plastics",2,Export,12463109,Weight in kilograms,9121194
Belgium,Jamaica,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,32100,Weight in kilograms,12598
Belgium,Japan,2018,H5,3915,"Waste, parings and scrap, of plastics",1,Import,78402,Weight in kilograms,44157
